icao,iata,name,city,country,lat,lon
MMLO,BJX,Guanajuato International Airport,Silao,MX,20.992695,-101.480284
EFTP,TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,61.414101,23.604401
KBGM,BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,42.20869827,-75.97979736
KCSG,CSG,Columbus Airport,Columbus,US,32.516415,-84.939602
CYMM,YMM,Fort McMurray International Airport,Fort McMurray,CA,56.653301,-111.222
KMBS,MBS,MBS International Airport,Freeland,US,43.533181,-84.083104
ENHD,HAU,"Haugesund Airport, Karmøy",Karmøy,NO,59.345299,5.20836
KLRD,LRD,Laredo International Airport,Laredo,US,27.5438,-99.461601
YMLT,LST,Launceston Airport,Launceston (Western Junction),AU,-41.544935,147.210785
KAGC,AGC,Allegheny County Airport,Pittsburgh,US,40.354401,-79.930199
EGLF,FAB,Farnborough Airport,"Farnborough, Hampshire",GB,51.275799,-0.776333
KBHB,BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,44.45000076,-68.3615036
EHLE,LEY,Lelystad Airport,Lelystad,NL,52.453188,5.514622
KCNY,CNY,Canyonlands Regional Airport,Moab,US,38.755001,-109.754997
KRAL,RAL,Riverside Municipal Airport,Riverside,US,33.9519,-117.445
KBCT,BCT,Boca Raton Airport,Boca Raton,US,26.3785,-80.107697
KFNL,FNL,Northern Colorado Regional Airport,Loveland,US,40.44969,-105.011272
KOWD,OWD,Norwood Memorial Airport,Norwood,US,42.1904983521,-71.1728973389
KRBL,RBL,Red Bluff Municipal Airport,Red Bluff,US,40.1506996155,-122.251998901
CYQS,YQS,St Thomas Municipal Airport,St Thomas,CA,42.77000045776367,-81.11080169677734
DAAG,ALG,Houari Boumediene Airport,Algiers,DZ,36.693886,3.214531
FALA,HLA,Lanseria International Airport,Johannesburg,ZA,-25.938964,27.926642
HSSK,KRT,Khartoum International Airport,Khartoum,SD,15.5895,32.5532
LFQQ,LIL,Lille Airport,Lesquin,FR,50.566564,3.102429
RPLC,CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,15.186,120.559998
SCCI,PUQ,President Carlos Ibáñez International Airport,Punta Arenas,CL,-53.002602,-70.854599
RCSS,TSA,Taipei Songshan International Airport,Taipei (Songshan),TW,25.067244,121.552822
FVFA,VFA,Victoria Falls International Airport,Victoria Falls,ZW,-18.097437,25.836867
KEAU,EAU,Chippewa Valley Regional Airport,Eau Claire,US,44.86579895019531,-91.48429870605467
KHOT,HOT,Memorial Field Airport,Hot Springs,US,34.4788,-93.096262
EDHL,LBC,Lübeck Blankensee Airport,Lübeck,DE,53.805401,10.7192
KMHK,MHK,Manhattan Regional Airport,Manhattan,US,39.14099884033203,-96.6707992553711
MYEH,ELH,North Eleuthera Airport,North Eleuthera,BS,25.475823,-76.680784
KLBF,LBF,North Platte Regional Airport Lee Bird Field,North Platte,US,41.12620163,-100.6839981
CYSJ,YSJ,Saint John Airport,Saint John,CA,45.31610107421875,-65.89029693603516
KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,38.34049987792969,-75.51029968261719
KSTP,STP,Saint Paul Downtown Holman Field,Saint Paul,US,44.93479,-93.060036
CYBR,YBR,Brandon Municipal Airport,Brandon,CA,49.91,-99.951897
KMTJ,MTJ,Montrose Regional Airport,Montrose,US,38.5098,-107.893997
KBWG,BWG,Bowling Green Warren County Regional Airport,Bowling Green,US,36.9645004272,-86.41970062259999
LRBS,BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,44.503133,26.102944
OAKB,KBL,Kabul International Airport,Kabul,AF,34.565899,69.212303
WADL,LOP,Lombok International Airport,"Mataram (Pujut, Lombok Tengah)",ID,-8.759962,116.278169
DTTJ,DJE,Djerba Zarzis International Airport,Mellita,TN,33.873719,10.7773
KSBD,SBD,San Bernardino International Airport,San Bernardino,US,34.096717,-117.236596
KACV,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.978101,-124.109
KGCK,GCK,Garden City Regional Airport,Garden City,US,37.9275016785,-100.723999023
EGSH,NWI,Norwich Airport,"Norwich, Norfolk",GB,52.6758,1.28278
LFAT,LTQ,Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage,FR,50.518284,1.621656
KSNS,SNS,Salinas Municipal Airport,Salinas,US,36.662799835205,-121.60600280762
KGMU,GMU,Greenville Downtown Airport,Greenville,US,34.847903,-82.350217
KLEE,LEE,Leesburg International Airport,Leesburg,US,28.82309914,-81.80870056
KTOP,TOP,Philip Billard Municipal Airport,Topeka,US,39.069899,-95.622606
KWWD,WWD,Cape May County Airport,Wildwood,US,39.0084991455,-74.9083023071
SBFL,FLN,Hercílio Luz International Airport,Florianópolis,BR,-27.670279,-48.552502
LBWN,VAR,Varna Airport,Varna,BG,43.232101,27.8251
GVAC,SID,Amílcar Cabral International Airport,Espargos,CV,16.7414,-22.9494
ZGKL,KWL,Guilin Liangjiang International Airport,Guilin (Lingui),CN,25.219828,110.039553
FLKK,LUN,Kenneth Kaunda International Airport,Lusaka,ZM,-15.330833,28.452722
DIAP,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629
EGNS,IOM,Isle of Man Airport,Castletown,IM,54.083081,-4.623871
VIJP,JAI,Jaipur International Airport,Jaipur,IN,26.8242,75.812202
KAEX,AEX,Alexandria International Airport,Alexandria,US,31.325828,-92.546702
KDBQ,DBQ,Dubuque Regional Airport,Dubuque,US,42.402,-90.709503
KEKO,EKO,Elko Regional Airport,Elko,US,40.82490158081055,-115.79199981689452
KAFW,AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,US,32.99044,-97.31947
EGHQ,NQY,Cornwall Airport Newquay,Newquay,GB,50.440601,-4.99541
KPAH,PAH,Barkley Regional Airport,Paducah,US,37.06079864501953,-88.7738037109375
KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,42.397605,-96.382237
CYTS,YTS,Timmins/Victor M. Power,Timmins,CA,48.5696983337,-81.376701355
LGZA,ZTH,Zakynthos International Airport Dionysios Solomos,Zakynthos,GR,37.7509,20.8843
EGKB,BQH,London Biggin Hill Airport,London,GB,51.33079910279999,0.0324999988079
KJQF,USA,Concord-Padgett Regional Airport,Concord,US,35.387798,-80.709099
KSHD,SHD,Shenandoah Valley Regional Airport,Weyers Cave,US,38.263802,-78.8964
KUKI,UKI,Ukiah Municipal Airport,Ukiah,US,39.125999,-123.200996
KWJF,WJF,General William J Fox Airfield,Lancaster,US,34.7411,-118.219002
CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,44.945801,-75.940598
CYQF,YQF,Red Deer Regional Airport,Springbrook,CA,52.182201,-113.893997
ZHHH,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),CN,30.774798,114.213723
FALE,DUR,King Shaka International Airport,Durban,ZA,-29.6144444444,31.1197222222
FAPE,PLZ,Chief Dawid Stuurman International Airport,Gqeberha (Port Elizabeth),ZA,-33.989715,25.617353
WIHH,HLP,Halim Perdanakusuma International Airport,Jakarta,ID,-6.267221,106.891733
WBGG,KCH,Kuching International Airport,Kuching,MY,1.487364,110.352859
GMTT,TNG,Tangier Ibn Battuta Airport,Tangier,MA,35.731741,-5.921459
LIEA,AHO,Alghero-Fertilia Airport,Alghero,IT,40.632099,8.29077
LEAM,LEI,Almería Airport,Almería,ES,36.843899,-2.3701
KCNM,CNM,Cavern City Air Terminal,Carlsbad,US,32.337501525878906,-104.26300048828124
LEGR,GRX,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.188702,-3.77736
KRUT,RUT,Rutland - Southern Vermont Regional Airport,Rutland,US,43.5294,-72.9496
KDXR,DXR,Danbury Municipal Airport,Danbury,US,41.371656,-73.482227
KSTJ,STJ,Rosecrans Memorial Airport,St Joseph,US,39.771900177002,-94.909698486328
KPWT,PWT,Bremerton National Airport,Bremerton,US,47.490200042725,-122.76499938965
LSGS,SIR,Sion Airport,Sion,CH,46.219166,7.326944
CYSC,YSC,Sherbrooke Airport,Sherbrooke,CA,45.438599,-71.691399
KCOE,COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US,47.7743,-116.82
KCRE,CRE,Grand Strand Airport,North Myrtle Beach,US,33.8116989136,-78.72389984130001
ENEV,EVE,Harstad/Narvik Airport,Evenes,NO,68.491302,16.678101
MMHO,HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX,29.092811,-111.053015
CYQQ,YQQ,Comox Valley International Airport / CFB Comox,Comox,CA,49.7108,-124.887001
KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US,33.9888,-98.491898
KYNG,YNG,Youngstown Warren Regional Airport,Youngstown/Warren,US,41.26070023,-80.67910004
KBRD,BRD,Brainerd Lakes Regional Airport,Brainerd,US,46.402861,-94.129727
KTCL,TCL,Tuscaloosa National Airport,Tuscaloosa,US,33.2206,-87.611397
KHUT,HUT,Hutchinson Municipal Airport,Hutchinson,US,38.0654983521,-97.86060333250002
KLWM,LWM,Lawrence Municipal Airport,Lawrence,US,42.7172012329,-71.1233978271
KFDY,FDY,Findlay Airport,Findlay,US,41.0135002136,-83.66870117190001
KSSF,SSF,Stinson Municipal Airport,San Antonio,US,29.336999893188,-98.471099853516
KVIS,VIS,Visalia Municipal Airport,Visalia,US,36.318699,-119.392998
RCKH,KHH,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW,22.577101,120.349998
ZBAD,PKX,Beijing Daxing International Airport,Beijing,CN,39.501289,116.413967
LUKK,RMO,Chişinău International Airport,Chişinău,MD,46.92774,28.931704
LOWK,KLU,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,46.642502,14.3377
VAPO,PNQ,Pune International Airport,Pune,IN,18.5821,73.919701
TGPY,GND,Maurice Bishop International Airport,Saint George's,GD,12.003996,-61.785302
MMVR,VER,General Heriberto Jara International Airport,Veracruz,MX,19.139589,-96.188602
KBQK,BQK,Brunswick Golden Isles Airport,Brunswick,US,31.258801,-81.466499
KSAW,MQT,Marquette/Sawyer International Airport,Gwinn,US,46.351498,-87.395884
KMEI,MEI,Key Field / Meridian Regional Airport,Meridian,US,32.3326,-88.7519
MYEF,GGT,Exuma International Airport,Moss Town,BS,23.562599,-75.877998
KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),Reading,US,40.378502,-75.965202
LEXJ,SDR,Seve Ballesteros-Santander Airport,Santander,ES,43.427101,-3.82001
CYAZ,YAZ,Tofino / Long Beach Airport,Tofino,CA,49.079833,-125.775583
YAYE,AYQ,Ayers Rock Connellan Airport,Yulara,AU,-25.185913,130.97703
KHDN,HDN,Yampa Valley Airport,Hayden,US,40.481201,-107.218002
KTIW,TIW,Tacoma Narrows Airport,Tacoma,US,47.267407,-122.577295
KFOE,FOE,Topeka Regional Airport,Topeka,US,38.950901,-95.663597
KINT,INT,Smith Reynolds Airport,Winston Salem,US,36.13370132446289,-80.22200012207031
KCXO,CXO,Conroe-North Houston Regional Airport,Houston,US,30.351801,-95.414497
KBVY,BVY,Beverly Regional Airport,Beverly / Danvers,US,42.584202,-70.916496
KCON,CON,Concord Municipal Airport,Concord,US,43.20270157,-71.50229645
KDAG,DAG,Barstow Daggett Airport,Daggett,US,34.85369873,-116.7870026
HRYR,KGL,Kigali International Airport,Kigali,RW,-1.96863,30.1395
EHGG,GRQ,Groningen Airport Eelde,Groningen,NL,53.119107,6.577652
EDSB,FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,48.7794,8.0805
MHLM,SAP,Ramón Villeda Morales International Airport,San Pedro Sula,HN,15.4526,-87.923599
WMSA,SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY,3.13058,101.549004
LKTB,BRQ,Brno-Tuřany Airport,Brno,CZ,49.151276,16.693972
LFMD,CEQ,Cannes Mandelieu Airport,Cannes,FR,43.547998,6.955176
LFLB,CMF,Chambéry Aix les Bains airport,Chambéry,FR,45.6381,5.88023
EGNV,MME,Teesside International Airport,"Darlington, Durham",GB,54.509201,-1.42941
KDHN,DHN,Dothan Regional Airport,Dothan,US,31.3213005065918,-85.44960021972656
LIPY,AOI,Marche Airport,Falconara Marittima (AN),IT,43.616299,13.3623
KGRI,GRI,Central Nebraska Regional Airport,Grand Island,US,40.96749877929688,-98.30960083007812
KHTS,HTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US,38.366699,-82.557999
PAKT,KTN,Ketchikan International Airport,Ketchikan,US,55.35559845,-131.7140045
KLMT,LMT,Crater Lake-Klamath Regional Airport,Klamath Falls,US,42.156101,-121.733002
UKKK,IEV,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,UA,50.40194,30.45194
KPIH,PIH,Pocatello Regional Airport,Pocatello,US,42.9098014831543,-112.59600067138672
LJPZ,POW,Portorož Airport,Sečovlje,SI,45.47201,13.615951
KOLM,OLM,Olympia Regional Airport,Olympia,US,46.969399,-122.903
KMFD,MFD,Mansfield Lahm Regional Airport,Mansfield,US,40.82139968869999,-82.5166015625
KMIE,MIE,Delaware County Johnson Field,Muncie,US,40.242298,-85.395897
CYZE,YZE,Gore Bay Manitoulin Airport,Gore Bay,CA,45.8853,-82.567802
KMHV,MHV,Mojave Air &  Space Port,Mojave,US,35.056391,-118.145342
CYTA,YTA,Pembroke Airport,Pembroke,CA,45.86439895629883,-77.25170135498047
KINW,INW,Winslow Lindbergh Regional Airport,Winslow,US,35.021900177,-110.722999573
SGAS,ASU,Silvio Pettirossi International Airport,Asunción,PY,-25.240156,-57.519227
LIBR,BDS,Brindisi Airport,Brindisi,IT,40.6576,17.947001
FNLU,LAD,Quatro de Fevereiro International Airport,Luanda,AO,-8.85837,13.2312
MMOX,OAX,Xoxocotlán International Airport,Oaxaca,MX,16.998773,-96.726092
LIPR,RMI,Federico Fellini International Airport,Rimini (RN),IT,44.020024,12.612198
LSZA,LUG,Lugano Airport,Agno,CH,46.004299,8.91058
CYBL,YBL,Campbell River Airport,Campbell River,CA,49.950802,-125.271004
KJLN,JLN,Joplin Regional Airport,Joplin,US,37.151798,-94.498299
ENKB,KSU,"Kristiansund Airport, Kvernberget",Kvernberget,NO,63.111801,7.82452
LJMB,MBX,Maribor Edvard Rusjan Airport,Maribor,SI,46.4799,15.6861
MYAM,MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS,26.510711,-77.084262
CYXH,YXH,Medicine Hat Regional Airport,Medicine Hat,CA,50.018902,-110.721001
KEWB,EWB,New Bedford Regional Airport,New Bedford,US,41.67610168457031,-70.95690155029297
KOTH,OTH,Southwest Oregon Regional Airport,North Bend,US,43.41709899902344,-124.24600219726562
LSZR,ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH,47.485001,9.56077
LYTV,TIV,Tivat Airport,Tivat,ME,42.404701,18.723301
YBTL,TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU,-19.252904,146.766512
KALO,ALO,Waterloo Regional Airport,Waterloo,US,42.55709838867188,-92.40029907226562
KORS,ESD,Orcas Island Airport,Eastsound,US,48.708199,-122.910004
KHGR,HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,39.708771,-77.728014
KMCE,MCE,Merced Regional Macready Field,Merced,US,37.284698,-120.514
KWYS,WYS,Yellowstone Airport,West Yellowstone,US,44.6884,-111.117996
KWST,WST,Westerly State Airport,Westerly,US,41.349602,-71.803398
CYRQ,YRQ,Trois-Rivières Airport,Trois-Rivières,CA,46.35279846191406,-72.67939758300781
KENV,ENV,Wendover Airport,Wendover,US,40.7187004089,-114.03099823
DNAA,ABV,Nnamdi Azikiwe International Airport,Abuja,NG,9.00679,7.26317
FQMA,MPM,Maputo Airport,Maputo,MZ,-25.920799,32.572601
SKCL,CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,3.542717,-76.381898
BGSF,SFJ,Kangerlussuaq International Airport,Kangerlussuaq,GL,67.010446,-50.715294
BKPR,PRN,Priština Adem Jashari International Airport,Prishtina,XK,42.5728,21.035801
LEAS,OVD,Asturias Airport,Ranón,ES,43.563599,-6.03462
SAZS,BRC,Teniente Luis Candelaria International Airport,San Carlos de Bariloche,AR,-41.151199,-71.157501
LTAF,ADA,Adana Şakirpaşa Airport,Seyhan,TR,36.982201,35.280399
EFTU,TKU,Turku Airport,Turku,FI,60.514099,22.2628
EKVG,FAE,Vágar Airport,Vágar,FO,62.063256,-7.275782
SBCG,CGR,Campo Grande Airport,Campo Grande,BR,-20.469998,-54.673988
CYXC,YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,49.610802,-115.781998
CYHD,YHD,Dryden Regional Airport,Dryden,CA,49.831699,-92.744202
CYOJ,YOJ,High Level Airport,High Level,CA,58.62139892578125,-117.16500091552734
CYQK,YQK,Kenora Airport,Kenora,CA,49.78829956054688,-94.36309814453124
MMLP,LAP,Manuel Márquez de León International Airport,La Paz,MX,24.072331,-110.362662
ENSB,LYR,"Svalbard Airport, Longyear",Longyearbyen,NO,78.246101,15.4656
KPIR,PIR,Pierre Regional Airport,Pierre,US,44.38270187,-100.2860031
LICT,TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,37.9114,12.488
KTWF,TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US,42.4818,-114.487999
KSUN,SUN,Friedman Memorial Airport,Hailey,US,43.50439835,-114.2959976
SEGS,GPS,Seymour Galapagos Ecological Airport,Isla Baltra,EC,-0.453758,-90.2659
KLWB,LWB,Greenbrier Valley Airport,Lewisburg,US,37.857914,-80.400438
KCWA,CWA,Central Wisconsin Airport,Mosinee,US,44.777448,-89.670238
KTEX,TEX,Telluride Regional Airport,Telluride,US,37.9538,-107.907997
KLAF,LAF,Purdue University Airport,West Lafayette,US,40.412875,-86.939363
CYOS,YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA,44.5903015137,-80.8375015259
OIII,THR,Mehrabad International Airport,Tehran,IR,35.689175,51.314392
HESN,ASW,Aswan International Airport,Aswan,EG,23.961075,32.820382
LFKB,BIA,Bastia-Poretta International airport,Bastia,FR,42.5527,9.48373
EYKA,KUN,Kaunas International Airport,Kaunas,LT,54.963965,24.08582
LTAU,ASR,Kayseri Erkilet International Airport,Kayseri,TR,38.770401,35.495399
MMLT,LTO,Loreto International Airport,Loreto,MX,25.989549,-111.348408
SAME,MDZ,Governor Francisco Gabrielli International Airport,Mendoza,AR,-32.831699,-68.7929
ESNU,UME,Umeå Airport,Umeå,SE,63.791801,20.282801
ESSV,VBY,Visby Airport,Visby,SE,57.6628,18.346201
LEZG,ZAZ,Zaragoza Airport,Zaragoza,ES,41.666199,-1.04155
KBPT,BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,29.9508,-94.020699
MMSL,CSW,Cabo San Lucas International Airport,Cabo San Lucas,MX,22.949072,-109.939479
KCGI,CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,37.2253,-89.570801
ENKR,KKN,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,69.7258,29.8913
KMGW,MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US,39.643305,-79.917598
KPLN,PLN,Pellston Regional Airport of Emmet County Airport,Pellston,US,45.57089996,-84.79669952
LFRN,RNS,Rennes-Saint-Jacques Airport,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,48.0695,-1.73479
KART,ART,Watertown International Airport,Watertown,US,43.991901,-76.021698
PAMR,MRI,Merrill Field,Anchorage,US,61.212792,-149.843988
KHYS,HYS,Hays Regional Airport,Hays,US,38.844521,-99.273148
KPUW,PUW,Pullman-Moscow Regional Airport,Pullman,US,46.741601,-117.11163
KSWO,SWO,Stillwater Regional Airport,Stillwater,US,36.162132,-97.085581
KBMG,BMG,Monroe County Airport,Bloomington,US,39.14599990844727,-86.61669921875
KAST,AST,Astoria Regional Airport,Astoria,US,46.158000946,-123.878997803
CZBM,ZBM,Bromont (Roland Désourdy) Airport,Bromont,CA,45.290798,-72.741402
KEFD,EFD,Ellington Airport,Houston,US,29.6072998047,-95.1587982178
EGTK,OXF,London Oxford Airport,"Kidlington, Oxfordshire",GB,51.836899,-1.32
KTTD,TTD,Portland Troutdale Airport,Portland,US,45.54940032959,-122.40100097656
WAAA,UPG,Sultan Hasanuddin International Airport,Makassar,ID,-5.075539,119.553702
HDAM,JIB,Djibouti-Ambouli Airport,Djibouti City,DJ,11.5473,43.1595
EDLP,PAD,Paderborn Lippstadt Airport,Büren,DE,51.612527,8.617459
OMDW,DWC,Al Maktoum International Airport,Dubai(Jebel Ali),AE,24.896171,55.16235
YBSU,MCY,Sunshine Coast Airport,Maroochydore,AU,-26.593324,153.08319
SCTE,PMC,El Tepual International Airport,Puerto Montt,CL,-41.443093,-73.094065
GMME,RBA,Rabat-Salé Airport,Rabat,MA,34.051498,-6.75152
GBYD,BJL,Banjul International Airport,Yundum,GM,13.338,-16.652201
KABR,ABR,Aberdeen Regional Airport,Aberdeen,US,45.449100494384766,-98.42179870605467
KADW,ADW,Joint Base Andrews,Camp Springs,US,38.810799,-76.866997
KFLO,FLO,Florence Regional Airport,Florence,US,34.18539810180664,-79.7238998413086
LFLS,GNB,Grenoble Alpes Isère Airport,Grenoble,FR,45.3629,5.32937
LFBH,LRH,La Rochelle Île de Ré Airport,La Rochelle,FR,46.179199,-1.19528
HKNW,WIL,Nairobi Wilson Airport,Nairobi,KE,-1.321720004081726,36.81480026245117
KOWB,OWB,Owensboro Daviess County Airport,Owensboro,US,37.74010086,-87.16680145
KSTC,STC,Saint Cloud Regional Airport,Saint Cloud,US,45.5466,-94.059898
KMTN,MTN,Martin State Airport,Baltimore,US,39.325699,-76.413803
LFLY,LYN,Lyon Bron Airport,"Chassieu, Lyon",FR,45.727947,4.943991
KSGH,SGH,Springfield-Beckley Municipal Airport,Springfield,US,39.840301513672,-83.840202331543
KCXP,CSN,Carson Airport,Carson City,US,39.194331,-119.734312
KHWO,HWO,North Perry Airport,Hollywood,US,26.0012,-80.2407
CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,Huron Park,CA,43.285599,-81.508301
YSBK,BWU,Sydney Bankstown Airport,Sydney,AU,-33.923618,150.990792
CYXZ,YXZ,Wawa Airport,Wawa,CA,47.96670150756836,-84.78669738769531
SBBE,BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,-1.379279,-48.476207
OSDI,DAM,Damascus International Airport,Damascus,SY,33.4114990234375,36.51559829711914
FZAA,FIH,Ndjili International Airport,Kinshasa,CD,-4.38575,15.4446
ZYTL,DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),CN,38.965719,121.538477
SCIP,IPC,Mataveri International Airport,Isla De Pascua,CL,-27.165411,-109.421027
FLHN,LVI,Harry Mwanga Nkumbula International Airport,Livingstone,ZM,-17.821524,25.819642
ZSNJ,NKG,Nanjing Lukou International Airport,Nanjing,CN,31.735032,118.865949
MMTO,TLC,Adolfo López Mateos International Airport,Toluca,MX,19.3369,-99.56583
LFKJ,AJA,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR,41.923599,8.80292
KABY,ABY,Southwest Georgia Regional Airport,Albany,US,31.532946,-84.196215
LFBZ,BIQ,Biarritz Pays Basque airport,Biarritz,FR,43.468372,-1.523223
NZDN,DUD,Dunedin International Airport,Dunedin,NZ,-45.929017,170.197758
CYXJ,YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,56.238098,-120.739998
EGNJ,HUY,Humberside Airport,"Grimsby, Lincolnshire",GB,53.576152,-0.34954
LESO,EAS,San Sebastián Airport,Hondarribia,ES,43.356499,-1.79061
KLAR,LAR,Laramie Regional Airport,Laramie,US,41.31209945678711,-105.6750030517578
KMCN,MCN,Middle Georgia Regional Airport,Macon,US,32.69279861450195,-83.64920043945312
KMSL,MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,34.745123,-87.612981
LFMP,PGF,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,42.740398,2.87067
KRKS,RKS,Southwest Wyoming Regional Airport,Rock Springs,US,41.5942,-109.065001
EGMD,LYX,Lydd London Ashford Airport,"Romney Marsh, Kent",GB,50.956246,0.939074
CYUY,YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,48.20610046386719,-78.83560180664062
KTXK,TXK,Texarkana Regional Airport (Webb Field),Texarkana,US,33.453701,-93.990997
LEVX,VGO,Vigo Airport,Vigo,ES,42.2318,-8.62677
CYNJ,YLY,Langley Airport,Langley,CA,49.1008,-122.630997
KLWS,LWS,Lewiston Nez Perce County Airport,Lewiston,US,46.3745002746582,-117.01499938964844
EGKA,ESH,Brighton City Airport,"Brighton, East Sussex",GB,50.835602,-0.297222
KBCE,BCE,Bryce Canyon Airport,Bryce Canyon,US,37.706401825,-112.144996643
KFMN,FMN,Four Corners Regional Airport,Farmington,US,36.741199,-108.230003
KOLS,OLS,Nogales International Airport,Nogales,US,31.4177,-110.848
RJFK,KOJ,Kagoshima Airport,Kagoshima,JP,31.8034,130.718994
YMAV,AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,-38.040269,144.467196
SVMG,PMV,Del Caribe Santiago Mariño International Airport,Isla Margarita,VE,10.912603,-63.966599
VVPQ,PQC,Phú Quốc International Airport,Phu Quoc Island,VN,10.169783,103.99353
LDRI,RJK,Rijeka Airport,Rijeka(Omišalj),HR,45.216376,14.57085
ESOW,VST,Stockholm Västerås Airport,Stockholm / Västerås,SE,59.589401,16.6336
LRTR,TSR,Timișoara Traian Vuia International Airport,Timişoara,RO,45.809898,21.3379
VEBN,VNS,Lal Bahadur Shastri International Airport,Varanasi,IN,25.452171,82.862549
ENAT,ALF,Alta Airport,Alta,NO,69.976097,23.3717
DTNH,NBE,Enfidha - Hammamet International Airport,Enfidha,TN,36.075833,10.438611
KLCH,LCH,Lake Charles Regional Airport,Lake Charles,US,30.126100540161133,-93.22329711914062
YMMB,MBW,Melbourne Moorabbin Airport,Melbourne,AU,-37.977765,145.099799
KEWN,EWN,Coastal Carolina Regional Airport,New Bern,US,35.0730018616,-77.04290008539999
KCLM,CLM,William R Fairchild International Airport,Port Angeles,US,48.120201,-123.5
CYPW,YPW,Powell River Airport,Powell River,CA,49.83420181274414,-124.5
CYBG,YBG,Saguenay-Bagotville Airport,Saguenay,CA,48.330123,-70.992012
LGSM,SMI,Samos Airport,Samos Island,GR,37.689999,26.911699
MHTG,TGU,Toncontín Airport,Tegucigalpa,HN,14.0609,-87.217201
KVLD,VLD,Valdosta Regional Airport,Valdosta,US,30.78249931335449,-83.27670288085938
KSKF,SKF,Lackland Air Force Base,San Antonio,US,29.38419914,-98.58110046
EKRK,RKE,Copenhagen Roskilde Airport,Roskilde,DK,55.585602,12.1314
KMCW,MCW,Mason City Municipal Airport,Mason City,US,43.159801,-93.329716
CYQH,YQH,Watson Lake Airport,Watson Lake,CA,60.116839,-128.821993
KHKY,HKY,Hickory Regional Airport,Hickory,US,35.74110031,-81.38950348
EDMA,AGB,Augsburg Airport,Augsburg,DE,48.425278,10.931667
KBFM,BFM,Mobile Downtown Airport,Mobile,US,30.626800537100003,-88.06809997559999
KMQY,MQY,Smyrna Airport,Smyrna,US,36.0089988708,-86.5201034546
KAKR,AKC,Akron Fulton International Airport,Akron,US,41.037355,-81.46784
KAND,AND,Anderson Regional Airport,Anderson,US,34.4945983887,-82.70939636230001
KENW,ENW,Kenosha Regional Airport,Kenosha,US,42.59569931,-87.92780304
KEED,EED,Needles Airport,Needles,US,34.7663002014,-114.623001099
KPNC,PNC,Ponca City Regional Airport,Ponca City,US,36.73199844,-97.09980011
KRME,RME,Griffiss International Airport,Rome,US,43.23379898,-75.40699768
OEDF,DMM,King Fahd International Airport,Ad Dammam,SA,26.4691,49.798209
